"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"caseD_2f","80017ffc","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_0","80018008","Instruction Label","switchD_80017f70","Analysis","38","0"
"caseD_1","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_3","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_4","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_5","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_6","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_7","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_8","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_9","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_a","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_b","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_c","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_d","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_f","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_11","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_15","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_16","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_17","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_18","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_19","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_1a","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_1b","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_1c","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_1d","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_1e","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_1f","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_20","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_27","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"caseD_2a","80018008","Instruction Label","switchD_80017f70","Analysis","0","0"
"setupAnimationModelMemory","80018024","Function","Global","User Defined","1","0"
"animationInitializationRunnerRelated","80018270","Function","Global","User Defined","1","0"
"FUN_800188c0","800188c0","Function","Global","Default","3","0"
"FUN_800189b8","800189b8","Function","Global","Default","1","0"
"FUN_800189e4","800189e4","Function","Global","Default","2","0"
"FUN_80018b38","80018b38","Function","Global","Default","4","0"
"FUN_80018b74","80018b74","Function","Global","Default","1","0"
"FUN_80018dec","80018dec","Function","Global","Default","1","0"
"FUN_800196d8","800196d8","Function","Global","Default","1","0"
"FUN_80019a60","80019a60","Function","Global","Default","1","0"
"FUN_80019c00","80019c00","Function","Global","Default","1","0"
"switchD","80019c3c","Instruction Label","switchD_80019c3c","Analysis","0","0"
"caseD_0","80019c40","Instruction Label","switchD_80019c3c","Analysis","2","0"
"caseD_1","80019e7c","Instruction Label","switchD_80019c3c","Analysis","2","0"
"caseD_2","80019ec0","Instruction Label","switchD_80019c3c","Analysis","2","0"
"caseD_3","80019f00","Instruction Label","switchD_80019c3c","Analysis","2","0"
"caseD_4","80019f34","Instruction Label","switchD_80019c3c","Analysis","2","0"
"caseD_5","80019f54","Instruction Label","switchD_80019c3c","Analysis","2","0"
"caseD_6","8001a1fc","Instruction Label","switchD_80019c3c","Analysis","2","0"
"caseD_7","8001a228","Instruction Label","switchD_80019c3c","Analysis","2","0"
"FUN_8001a25c","8001a25c","Function","Global","Default","1","0"
"FUN_8001a3fc","8001a3fc","Function","Global","Default","2","0"
"challengeMapRelated","8001a6b0","Function","Global","User Defined","1","0"
"switchD","8001a704","Instruction Label","switchD_8001a704","Analysis","0","0"
"caseD_0","8001a708","Instruction Label","switchD_8001a704","Analysis","2","0"
"caseD_1","8001a730","Instruction Label","switchD_8001a704","Analysis","2","0"
"caseD_2","8001a758","Instruction Label","switchD_8001a704","Analysis","2","0"
"caseD_3","8001a79c","Instruction Label","switchD_8001a704","Analysis","2","0"
"caseD_6","8001a7b4","Instruction Label","switchD_8001a704","Analysis","2","0"
"caseD_7","8001aa5c","Instruction Label","switchD_8001a704","Analysis","2","0"
"caseD_8","8001aa70","Instruction Label","switchD_8001a704","Analysis","2","0"
"caseD_4","8001aa84","Instruction Label","switchD_8001a704","Analysis","13","0"
"caseD_5","8001aa84","Instruction Label","switchD_8001a704","Analysis","0","0"
"FUN_8001aaa4","8001aaa4","Function","Global","Default","1","0"
"FUN_8001aaf0","8001aaf0","Function","Global","Default","5","0"
"FUN_8001ab10","8001ab10","Function","Graphics","Default","7","0"
"switchD","8001adbc","Instruction Label","switchD_8001adbc","Analysis","0","0"
"caseD_0","8001adc0","Instruction Label","switchD_8001adbc","Analysis","2","0"
"caseD_1","8001addc","Instruction Label","switchD_8001adbc","Analysis","2","0"
"caseD_2","8001adfc","Instruction Label","switchD_8001adbc","Analysis","2","0"
"caseD_3","8001ae20","Instruction Label","switchD_8001adbc","Analysis","2","0"
"caseD_4","8001ae48","Instruction Label","switchD_8001adbc","Analysis","2","0"
"caseD_5","8001ae74","Instruction Label","switchD_8001adbc","Analysis","2","0"
"caseD_6","8001aea8","Instruction Label","switchD_8001adbc","Analysis","2","0"
"caseD_7","8001aee4","Instruction Label","switchD_8001adbc","Analysis","2","0"
"caseD_8","8001af28","Instruction Label","switchD_8001adbc","Analysis","2","0"
"caseD_9","8001af70","Instruction Label","switchD_8001adbc","Analysis","13","0"
"FUN_8001af98","8001af98","Function","Global","Default","1","0"
"FUN_8001b200","8001b200","Function","Global","Default","1","0"
"FUN_8001b214","8001b214","Function","Global","Default","2","0"
"FUN_8001b224","8001b224","Function","Graphics","Default","1","0"
"copyAnimationStructures","8001b2d0","Function","Graphics","User Defined","1","0"
"FUN_8001b308","8001b308","Function","Graphics","Default","0","0"
"FUN_8001b35c","8001b35c","Function","Graphics","Default","2","0"
"FUN_8001b4d8","8001b4d8","Function","Graphics","Default","1","0"
"FUN_8001b5ec","8001b5ec","Function","Graphics","Default","1","0"
"getAnimationCollisionOffset","8001b728","Function","Graphics","User Defined","84","0"
"getAnimRelatedCoordinates","8001b80c","Function","Graphics","User Defined","59","0"
"QueueCharacterAnimation","8001b918","Function","Graphics","User Defined","29","0"
"AnimateCharacter","8001b990","Function","Graphics","User Defined","157","0"
"FUN_8001ba44","8001ba44","Function","Graphics","Default","2","0"
"FUN_8001be50","8001be50","Function","Graphics","Default","2","0"
"FUN_8001c234","8001c234","Function","Global","Default","1","0"
"FUN_8001c528","8001c528","Function","Global","Default","1","0"
"FUN_8001c588","8001c588","Function","Global","Default","4","0"
"loadAndAnimateCharacter","8001c67c","Function","Global","User Defined","1","0"
"endFunction","8001c904","Instruction Label","Global","User Defined","2","0"
"loadCharacterAnimation","8001c920","Function","Global","User Defined","1","0"
"FUN_8001ca40","8001ca40","Function","Global","Default","4","0"
"FUN_8001cb10","8001cb10","Function","Global","Default","0","0"
"initStadiumLighting","8001cbd4","Function","Global","User Defined","1","0"
"FUN_8001ccc8","8001ccc8","Function","Global","Default","0","0"
"stadiumSetupRelated","8001ce74","Function","Global","User Defined","3","0"
"FUN_8001d074","8001d074","Function","Global","Default","12","0"
"applyUniformScaleToObject","8001d0d0","Function","Global","User Defined","45","0"
"applyNonUniformScaleToObject","8001d110","Function","Global","User Defined","10","0"
"baseballCTRLSetScale","8001d148","Function","Global","User Defined","6","0"
"updateAnimationAction","8001d180","Function","Global","User Defined","24","0"
"FUN_8001d2d4","8001d2d4","Function","Global","Default","1","0"
"switchD","8001d384","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_13","8001d388","Instruction Label","switchD_8001d384","Analysis","2","0"
"caseD_28","8001d390","Instruction Label","switchD_8001d384","Analysis","3","0"
"caseD_29","8001d390","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_26","8001d398","Instruction Label","switchD_8001d384","Analysis","2","0"
"caseD_12","8001d3a4","Instruction Label","switchD_8001d384","Analysis","2","0"
"caseD_e","8001d3ac","Instruction Label","switchD_8001d384","Analysis","3","0"
"caseD_25","8001d3ac","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_6","8001d3b4","Instruction Label","switchD_8001d384","Analysis","8","0"
"caseD_a","8001d3b4","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_c","8001d3b4","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_18","8001d3b4","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_19","8001d3b4","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_1a","8001d3b4","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_2a","8001d3b4","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_14","8001d3c4","Instruction Label","switchD_8001d384","Analysis","3","0"
"caseD_2b","8001d3c4","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_7","8001d3ec","Instruction Label","switchD_8001d384","Analysis","31","0"
"caseD_8","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_9","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_b","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_d","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_f","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_10","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_11","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_15","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_16","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_17","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_1b","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_1c","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_1d","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_1e","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_1f","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_20","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_21","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_22","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_23","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_24","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"caseD_27","8001d3ec","Instruction Label","switchD_8001d384","Analysis","0","0"
"animRelated","8001db74","Function","Global","User Defined","1","0"
"FUN_8001dd58","8001dd58","Function","Global","Default","45","0"
"FUN_8001dea4","8001dea4","Function","Global","Default","0","0"
"switchD","8001df04","Instruction Label","switchD_8001df04","Analysis","0","0"
"caseD_0","8001df08","Instruction Label","switchD_8001df04","Analysis","2","0"
"caseD_1","8001df24","Instruction Label","switchD_8001df04","Analysis","2","0"
"caseD_2","8001df44","Instruction Label","switchD_8001df04","Analysis","2","0"
"caseD_3","8001df68","Instruction Label","switchD_8001df04","Analysis","2","0"
"caseD_4","8001df90","Instruction Label","switchD_8001df04","Analysis","2","0"
"caseD_5","8001dfbc","Instruction Label","switchD_8001df04","Analysis","2","0"
"caseD_6","8001dff0","Instruction Label","switchD_8001df04","Analysis","2","0"
"caseD_7","8001e02c","Instruction Label","switchD_8001df04","Analysis","2","0"
"caseD_8","8001e070","Instruction Label","switchD_8001df04","Analysis","2","0"
"caseD_9","8001e0b8","Instruction Label","switchD_8001df04","Analysis","10","0"
"FUN_8001e0d8","8001e0d8","Function","Global","Default","3","0"
"switchD","8001e280","Instruction Label","switchD_8001e280","Analysis","0","0"
"caseD_0","8001e284","Instruction Label","switchD_8001e280","Analysis","2","0"
"caseD_1","8001e2a0","Instruction Label","switchD_8001e280","Analysis","2","0"
"caseD_2","8001e2c0","Instruction Label","switchD_8001e280","Analysis","2","0"
"caseD_3","8001e2e4","Instruction Label","switchD_8001e280","Analysis","2","0"
"caseD_4","8001e30c","Instruction Label","switchD_8001e280","Analysis","2","0"
"caseD_5","8001e338","Instruction Label","switchD_8001e280","Analysis","2","0"
"caseD_6","8001e36c","Instruction Label","switchD_8001e280","Analysis","2","0"
"caseD_7","8001e3a8","Instruction Label","switchD_8001e280","Analysis","2","0"
"caseD_8","8001e3ec","Instruction Label","switchD_8001e280","Analysis","2","0"
"caseD_9","8001e434","Instruction Label","switchD_8001e280","Analysis","15","0"
"FUN_8001e460","8001e460","Function","Global","Default","1","0"
"setNullPtrForStadiumObjs","8001e474","Function","Global","User Defined","4","0"
"FUN_8001e488","8001e488","Function","Global","Default","0","0"
"switchD","8001e5a0","Instruction Label","switchD_8001e5a0","Analysis","0","0"
"caseD_0","8001e5a4","Instruction Label","switchD_8001e5a0","Analysis","2","0"
"caseD_1","8001e5c0","Instruction Label","switchD_8001e5a0","Analysis","2","0"
"caseD_2","8001e5e0","Instruction Label","switchD_8001e5a0","Analysis","2","0"
"caseD_3","8001e604","Instruction Label","switchD_8001e5a0","Analysis","2","0"
"caseD_4","8001e62c","Instruction Label","switchD_8001e5a0","Analysis","2","0"
"caseD_5","8001e658","Instruction Label","switchD_8001e5a0","Analysis","2","0"
"caseD_6","8001e68c","Instruction Label","switchD_8001e5a0","Analysis","2","0"
"caseD_7","8001e6c8","Instruction Label","switchD_8001e5a0","Analysis","2","0"
"caseD_8","8001e70c","Instruction Label","switchD_8001e5a0","Analysis","2","0"
"caseD_9","8001e754","Instruction Label","switchD_8001e5a0","Analysis","13","0"
"FUN_8001e784","8001e784","Function","Global","Default","1","0"
"switchD","8001eb6c","Instruction Label","switchD_8001eb6c","Analysis","0","0"
"caseD_0","8001eb70","Instruction Label","switchD_8001eb6c","Analysis","2","0"
"caseD_1","8001eb8c","Instruction Label","switchD_8001eb6c","Analysis","2","0"
"caseD_2","8001ebac","Instruction Label","switchD_8001eb6c","Analysis","2","0"
"caseD_3","8001ebd0","Instruction Label","switchD_8001eb6c","Analysis","2","0"
"caseD_4","8001ebf8","Instruction Label","switchD_8001eb6c","Analysis","2","0"
"caseD_5","8001ec24","Instruction Label","switchD_8001eb6c","Analysis","2","0"
